名稱,類別,基礎ATK/DEF,基礎穩定度,屬性分類,屬性名稱,屬性值1,屬性值2,說明
,,,,,name,鏽蝕蘑菇,,
,,,,,map,黑川跡地,,
,,,,,dye,C51,,
,,,,obtain,type,boss,,
,,,,,name,陽光波多姆,,
,,,,,map,活動,,
,,,,,dye,C38,,
,,,,obtain,type,boss,,
,,,,,name,游離的邪神,,
,,,,,map,活動,,
,,,,,dye,C1,,
森狼披風,追加裝備,13,,stats,agi,5,,
,,,,,dodge,5%,,
,,,,,aspd,5%,,
,,,,,evasion_rate,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,225,,
,,,,,potential,?,,
,,,,,materials,"森狼之皮#10,四葉苜蓿草#1,混生石材#10,布料#200",,
巧克力泉禮帽,追加裝備,74,,stats,max_hp,1000,,
,,,,,physical_barrier,1000,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,40,,
,,,,,potential,?,,
,,,,,materials,"巧克力碎片#9,神秘可可#3,金屬#40",,
狐耳,追加裝備,4,,stats,int,3%,,
,,,,,max_mp,200,,
,,,,,fire_resistance,6,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,225,,
,,,,,potential,?,,
,,,,,materials,"狐狸皮草#35,月光花#1,蜘蛛絹絲#1,獸品#110",,
清新披肩,追加裝備,60,,stats,str,10,,
,,,,,natural_hp_regen,12%,,
,,,,,max_hp,500,,
,,,,,guard_rate,5,,
,,,,obtain,type,mobs,,
,,,,,name,奇基姆 (紫葡萄),,
,,,,,map,洛庫庫平原,,
,,,,obtain,type,mobs,,
,,,,,name,奇基姆 (綠葡萄),,
,,,,,map,洛庫庫平原,,
清新披肩,追加裝備,60,,stats,str,10,,
,,,,,natural_hp_regen,10%,,
,,,,,max_hp,600,,
,,,,,guard_rate,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,650,,
,,,,,potential,?,,
,,,,,materials,"米斯魯那綠苔#10,白樹的樹枝#30,藥品#250,木材#75",,
繡邊斗篷,追加裝備,30,,stats,natural_hp_regen,8%,,
,,,,,max_hp,300,,
,,,,,magic_resistance,4,,
,,,,,water_resistance,12,,
,,,,obtain,type,mobs,,
,,,,,name,雪兔,,
,,,,,map,朋迪冰谷,,
青蛙帽,追加裝備,100,,stats,max_hp,3000,,
,,,,,stronger_against_wind,2,,
,,,,,wind_resistance,-30,,
添福波多姆,追加裝備,16,,stats,aggro,30,,
,,,,,drop_rate,1,,
,,,,,fractional_barrier,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,"枯樹枝#10,木材#100,布料#50",,
皮草披風,追加裝備,20,,stats,aspd,5%,,
,,,,,critical_damage,3%,,
,,,,,fire_resistance,-7,,
,,,,obtain,type,mobs,,
,,,,,name,綠野豬,,
,,,,,map,莊園開墾地．第1區,,
毛皮帽,追加裝備,32,,stats,max_hp,1000,,
,,,,,cspd,100,,
,,,,,critical_rate,10,,
,,,,,weapon_atk,1%,,
,,,,obtain,type,other,,
,,,,,name,雪球大戰,,
,,,,,map,-,,
絨毛加侖帽,追加裝備,38,,stats,aspd,25%,,
,,,,,critical_rate,3,,
,,,,,long_range_damage,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,375,,
,,,,,potential,?,,
,,,,,materials,"輕柔皮草#32,厚實的布料#20,布料#100,獸品#90",,
絨毛加侖帽,追加裝備,38,,stats,aspd,25%,,
,,,,,critical_rate,1,,
,,,,,long_range_damage,2,,
,,,,obtain,type,mobs,,
,,,,,name,暗黑奈米可,,
,,,,,map,月之恩澤山．第1區,,
毛皮背心,追加裝備,57,,stats,vit,5%,,
,,,,,max_hp,9%,,
,,,,,def,13%,,
,,,,obtain,type,mobs,,
,,,,,name,怪怪貍,,
,,,,,map,庫洛奈森林．東部,,
防塵面具,追加裝備,15,,stats,str,3,,
,,,,,aliment_resistance,15,,
,,,,,attack_mp_recovery,1,,
,,,,obtain,type,mobs,,
,,,,,name,戰士奧克,,
,,,,,map,薩哈姆地下洞穴．B1,,
,,,,obtain,type,mobs,,
,,,,,name,戰士奧克,,
,,,,,map,薩哈姆地下洞穴．B2,,
,,,,obtain,type,mobs,,
,,,,,name,戰士奧克,,
,,,,,map,薩哈姆地下洞穴．B3,,
防塵面具,追加裝備,15,,stats,str,6,,
,,,,,aliment_resistance,10,,
,,,,,attack_mp_recovery,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,225,,
,,,,,potential,?,,
,,,,,materials,"毀損的面具#5,黑色果凍#20,金屬#90,藥品#20",,
機巧翅膀,追加裝備,20,,stats,physical_resistance,-12,,
,,,,,accuracy,-6%,,
,,,,,critical_rate,6%,,
,,,,,long_range_damage,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,350,,
,,,,,potential,?,,
,,,,,materials,"魔法齒輪#4,大螺絲釘#30,魔法油#2,金屬#175",,
寶石耳環,追加裝備,32,,stats,dex,3%,,
,,,,,matk,6%,,
,,,,,physical_resistance,12,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,650,,
,,,,,potential,?,,
,,,,,materials,"碎裂水晶#10,馬其納之血#5,奧立哈礦石#1,金屬#325",,
劍鬥士頭盔,追加裝備,43,,stats,physical_resistance,7,,
,,,,,magic_resistance,-20,,
,,,,,guard_power,10,,
,,,,,short_range_damage,3,,
,,,,obtain,type,boss,,
,,,,,name,風牙,,
,,,,,map,活動,,
黃金寶劍,追加裝備,10,,stats,int,3,,
,,,,,max_hp,250,,
,,,,,accuracy,5,,
,,,,,aspd,250,,
,,,,,guard_rate,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,"金色蘋果#1,金屬#50,木材#30,魔素#10",,
黃金波多姆帽,追加裝備,5,,stats,max_mp,500,,
,,,,,atk,-5%,,
,,,,,matk,-5%,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (5M DL),,
,,,,,map,活動,,
,,,,obtain,type,boss,,
,,,,,name,黃金波多姆 (6M DL),,
,,,,,map,活動,,
魔像頭盔,追加裝備,12,,stats,guard_power,3,,
,,,,,guard_rate,3,,
,,,,obtain,type,boss,,
,,,,,name,出土魔像,,
,,,,,map,淵底的遺跡．最深處,,
,,,,obtain,type,boss,,
,,,,,name,慶典魔像1號,,
,,,,,map,周年慶競技場 第1會場,,
,,,,,dye,A40C39,,
護目鏡帽,追加裝備,24,,stats,accuracy,10,,
,,,,,accuracy,5%,,
,,,,,critical_rate,5,,
,,,,obtain,type,mobs,,
,,,,,name,巨斧稻草人,,
,,,,,map,費戈莊園,,
哥德禮帽,追加裝備,35,,stats,critical_rate,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,425,,
,,,,,potential,?,,
,,,,,materials,"黑暗晶石#14,破損的結晶石#8,魔素#120,布料#90",,
哥德禮帽,追加裝備,35,,stats,critical_rate,12,,
,,,,obtain,type,mobs,,
,,,,,name,蠍獅,,
,,,,,map,暗之城．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,蠍獅,,
,,,,,map,暗之城．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,蠍獅,,
,,,,,map,暗之城．第3區,,
哥德禮帽,追加裝備,35,,stats,critical_rate,14,,
,,,,,short_range_damage,1,,
,,,,,long_range_damage,-1,,
,,,,obtain,type,boss,,
,,,,,name,噬人蠍獅,,
,,,,,map,暗之城．第2區,,
賞花酒葫蘆,追加裝備,158,,stats,accuracy,30,,
,,,,,unsheathe_attack_multiplier,6,,
,,,,,reduce_dmg_bowling,-15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,1000,,
,,,,,potential,?,,
,,,,,materials,"櫻雲輝石#25,墨色櫻樹枝#1,櫻花瓣#1,藥品#60",,
古利希婭面罩,追加裝備,45,,stats,max_mp,200,,
,,,,,critical_rate,4,,
,,,,,stronger_against_light,-14,,
,,,,,attack_mp_recovery,6,,
,,,,obtain,type,boss,,
,,,,,name,凝態古利絲,,
,,,,,map,暗之城．大廳,,
,,,,obtain,type,boss,,
,,,,,name,勇敢女神古利稀婭,,
,,,,,map,周年慶競技場 第2會場,,
,,,,,dye,B53,,
,,,,obtain,type,boss,,
,,,,,name,勇敢女神古利稀婭,,
,,,,,map,活動,,
,,,,,dye,B53,,
綠龍外套,追加裝備,13,,stats,vit,5,,
,,,,,dodge,5%,,
,,,,,guard_power,5,,
,,,,,guard_rate,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,225,,
,,,,,potential,?,,
,,,,,materials,"綠龍的軟毛#10,虹色輝石#1,流水結晶#10,布料#200",,
防風護目鏡,追加裝備,50,,stats,accuracy,30,,
,,,,,critical_rate,10,,
,,,,,wind_resistance,5,,
,,,,obtain,type,mobs,,
,,,,,name,灼炎魔像,,
,,,,,map,阿爾堤玫亞街道．屋頂,,
護額,追加裝備,2,,stats,vit,2,,
,,,,,max_hp,100,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,25,,
,,,,,potential,?,,
,,,,,materials,"科隆皮#10,布料#15",,
護額,追加裝備,2,,stats,vit,1,,
,,,,,max_hp,50,,
,,,,obtain,type,mobs,,
,,,,,name,科隆,,
,,,,,map,規劃中地區,,
,,,,obtain,type,mobs,,
,,,,,name,科隆,,
,,,,,map,史多姆連通道,,
,,,,obtain,type,mobs,,
,,,,,name,科隆,,
,,,,,map,邁巴羅森林,,
頭帶,追加裝備,1,,stats,str,1,,
,,,,,agi,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,25,,
,,,,,potential,?,,
,,,,,materials,"老鼠毛#15,布料#15",,
頭帶,追加裝備,1,,stats,str,1,,
,,,,,agi,1,,
,,,,obtain,type,mobs,,
,,,,,name,寇鼠,,
,,,,,map,索菲亞地下水道,,
,,,,obtain,type,mobs,,
,,,,,name,寇鼠,,
,,,,,map,狄帕西水道．B1,,
,,,,obtain,type,mobs,,
,,,,,name,寇鼠,,
,,,,,map,狄帕西水道．B2,,
髮帶,追加裝備,5,,stats,natural_mp_regen,5%,,
,,,,,accuracy,2,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,75,,
,,,,,potential,?,,
,,,,,materials,"堅硬的樹莖#7,木材#30,布料#25",,
髮帶,追加裝備,5,,stats,natural_hp_regen,3%,,
,,,,,accuracy,1,,
,,,,obtain,type,mobs,,
,,,,,name,香草波多姆,,
,,,,,map,艾特馬廢墟．第1區,,
髮帶 (Boss ver),追加裝備,1,,stats,natural_mp_regen,5%,,
,,,,,accuracy,3,,
,,,,obtain,type,mini_boss,,
,,,,,name,波多姆大王,,
,,,,,map,艾特馬廢墟．第1區,,
蝴蝶頭巾,追加裝備,47,,stats,agi,4%,,
,,,,,dodge,8%,,
,,,,,aspd,500,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,575,,
,,,,,potential,?,,
,,,,,materials,"破舊的繩子#30,芳香葉片#25,布料#185,獸品#100",,
蝴蝶頭巾,追加裝備,47,,stats,agi,4%,,
,,,,,dodge,8%,,
,,,,,aspd,250,,
,,,,obtain,type,mobs,,
,,,,,name,殺人鼠,,
,,,,,map,阿爾堤玫亞下水道．東,,
雙眼罩,追加裝備,70,,stats,def,-250,,
,,,,,mdef,-250,,
,,,,,dodge,30%,,
,,,,,aspd,500,,
,,,,,cspd,500,,
,,,,,aggro,-10,,
,,,,obtain,type,mini_boss,,
,,,,,name,鏽蝕騎士團長,,
,,,,,map,暗之館．第1區,,
賞花提燈,追加裝備,37,,stats,matk,4%,,
,,,,,stability,4,,
,,,,,magic_pierce,4,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,500,,
,,,,,potential,?,,
,,,,,materials,"夜櫻寶石#50,碎裂的夜櫻木#1,封印獸牙#1,藥品#50",,
髮箍,追加裝備,4,,stats,weapon_atk,1%,,
,,,,obtain,type,mini_boss,,
,,,,,name,金色蘋果 (2016),,
,,,,,map,萊卡平原,,
,,,,,dye,B?,,
髮箍,追加裝備,4,,stats,accuracy,3,,
,,,,,dodge,3,,
,,,,obtain,type,smith,,
,,,,obtain,type,quest,,
,,,,,name,根絕禍患！,,
,,,,,npc,芙蘭堤,,
,,,,,map,索菲亞街道,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,"閃亮亮的石頭#5,金屬#20,布料#10",,
髮箍,追加裝備,4,,stats,accuracy,1,,
,,,,,dodge,1,,
,,,,obtain,type,mobs,,
,,,,,name,螢光玉靈,,
,,,,,map,昇華觀園．第3區,,
,,,,obtain,type,mobs,,
,,,,,name,藍色洛爾,,
,,,,,map,盧泰斯巨穴．地面,,
,,,,,dye,B?,,
,,,,obtain,type,mobs,,
,,,,,name,藍色洛爾,,
,,,,,map,盧泰斯巨穴．B1,,
,,,,,dye,B?,,
,,,,obtain,type,boss,,
,,,,,name,陽光波多姆,,
,,,,,map,活動,,
,,,,,dye,B4,,
,,,,obtain,type,mobs,,
,,,,,name,綠色洛爾,,
,,,,,map,左茲達遺跡．異常空間,,
,,,,,dye,B?,,
,,,,obtain,type,mobs,,
,,,,,name,惡夢洛爾,,
,,,,,map,上古女帝陵墓．第3區,,
,,,,,dye,B?,,
,,,,obtain,type,boss,,
,,,,,name,戰士米諾陶斯,,
,,,,,map,活動,,
,,,,,dye,B54,,
,,,,obtain,type,boss,,
,,,,,name,忠實的護衛,,
,,,,,map,活動,,
,,,,,dye,B54,,
,,,,obtain,type,boss,,
,,,,,name,炎獄的廢棄魔像,,
,,,,,map,周年慶競技場 第2會場,,
,,,,,dye,A68,,
,,,,obtain,type,mobs,,
,,,,,name,純量洛爾,,
,,,,,map,阿卡克廢城．第1區,,
,,,,,dye,B58,,
,,,,obtain,type,mobs,,
,,,,,name,純量洛爾,,
,,,,,map,阿卡克廢城．第2區,,
,,,,,dye,B58,,
,,,,obtain,type,boss,,
,,,,,name,闇月假面,,
,,,,,map,周年慶競技場 第3會場,,
,,,,,dye,B58,,
,,,,obtain,type,mobs,,
,,,,,name,螢光玉靈,,
,,,,,map,昇華觀園．第1區,,
,,,,,dye,B?,,
,,,,obtain,type,mobs,,
,,,,,name,螢光玉靈,,
,,,,,map,昇華觀園．第2區,,
,,,,,dye,B?,,
,,,,obtain,type,boss,,
,,,,,name,僧侶狂暴龍,,
,,,,,map,周年慶競技場 第1會場,,
,,,,,dye,B14,,
,,,,obtain,type,boss,,
,,,,,name,僧侶狂暴龍,,
,,,,,map,活動,,
,,,,,dye,B14,,
,,,,obtain,type,mobs,,
,,,,,name,紅色洛爾,,
,,,,,map,薩哈姆陷落地帶,,
,,,,,dye,B?,,
,,,,obtain,type,boss,,
,,,,,name,慶典魔像1號,,
,,,,,map,周年慶競技場 第1會場,,
,,,,,dye,B40,,
,,,,obtain,type,mobs,,
,,,,,name,硫黃龍,,
,,,,,map,灼燒地溝．下層,,
,,,,,dye,B25,,
,,,,obtain,type,mobs,,
,,,,,name,硫黃龍,,
,,,,,map,灼燒地溝．上層,,
,,,,,dye,B25,,
,,,,obtain,type,boss,,
,,,,,name,陽光波多姆,,
,,,,,map,活動,,
,,,,,dye,B8,,
,,,,obtain,type,boss,,
,,,,,name,陽光波多姆,,
,,,,,map,活動,,
,,,,,dye,B1,,
護頭盔,追加裝備,0,,stats,physical_pierce,5,,
,,,,,mdef,-15%,,
,,,,,critical_rate,5,,
,,,,,critical_damage,5,,
,,,,obtain,type,boss,,
,,,,,name,歌杜 (Fall 2017),,
,,,,,map,砂石梯層,,
愛心耳罩,追加裝備,70,,stats,matk,5%,,
,,,,,stability,5,,
,,,,,tumble_unavailable,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,130,,
,,,,,potential,?,,
,,,,,materials,"高級巧克力碎片#3,愛情可可#1,布料#130",,
心型眼睛,追加裝備,36,,stats,atk,-15%,,
,,,,,matk,-15%,,
,,,,,aggro,-50,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,130,,
,,,,,potential,?,,
,,,,,materials,"高級小麥粉#3,碎掉的餅乾#1,獸品#130",,
天羽髮飾,追加裝備,87,,stats,stability,10,,
,,,,,aggro,-10,,
,,,,,revive_time,-10,,
,,,,,tumble_unavailable,1,,
,,,,obtain,type,boss,,
,,,,,name,澤雷薩烏迦,,
,,,,,map,"種子女神之殿 ",,
英雄領巾,追加裝備,14,,stats,vit,5%,,
,,,,,max_hp,1000,,
,,,,,atk,-2%,,
,,,,,matk,-2%,,
,,,,,aggro,10,,
,,,,obtain,type,mini_boss,,
,,,,,name,小浣熊,,
,,,,,map,達加諾平原,,
神聖披風,追加裝備,75,,stats,mdef,10%,,
,,,,,magic_resistance,15,,
,,,,,magical_barrier,2000,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,725,,
,,,,,potential,?,,
,,,,,materials,"水晶絲線#15,發光的翠翼#20,布料#300,魔素#60",,
神聖耳環,追加裝備,10,,stats,natural_hp_regen,8%,,
,,,,,light_resistance,5,,
,,,,,attack_mp_recovery,3,,
,,,,,magical_barrier,358,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,450,,
,,,,,potential,?,,
,,,,,materials,"薄暮寶石#1,碎寶石#30,金屬#150,魔素#75",,
聖騎士腰鎧,追加裝備,142,,stats,max_hp,2000,,
,,,,,dark_resistance,10,,
,,,,,neutral_resistance,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,700,,
,,,,,potential,?,,
,,,,,materials,"神秘光布#10,碎裂的翠盾#30,金屬#200,布料#150",,
聖騎士胸鎧,追加裝備,166,,stats,max_hp,20%,,
,,,,,dark_resistance,10,,
,,,,,fractional_barrier,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,775,,
,,,,,potential,?,,
,,,,,materials,"守護鎧甲的碎片#40,艾路菲石材#10,扭曲的黑鹿角#5,金屬#400",,
斗篷,追加裝備,4,,stats,cspd,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,75,,
,,,,,potential,?,,
,,,,,materials,"厚蛙皮#15,黏膩的皮#15,布料#30,金屬#10",,
斗篷,追加裝備,4,,stats,cspd,5,,
,,,,obtain,type,mobs,,
,,,,,name,米維,,
,,,,,map,伊庫耳湖沼區,,
角,追加裝備,7,,stats,atk,1%,,
,,,,,stability,-4,,
,,,,obtain,type,mobs,,
,,,,,name,拉瓦卡,,
,,,,,map,萊卡平原,,
,,,,obtain,type,mobs,,
,,,,,name,拉瓦卡,,
,,,,,map,廢棄的寺院街,,
角型假髮,追加裝備,32,,stats,max_mp,150,,
,,,,,matk,100,,
,,,,,water_resistance,5,,
,,,,,wind_resistance,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,500,,
,,,,,potential,?,,
,,,,,materials,"蜿蜒藤蔓#20,布料#150,獸品#100,魔素#50",,
獵人帽,追加裝備,5,,stats,dex,1,,
,,,,,long_range_damage,1,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,"切風羽毛#5,森狼之皮#3,金屬#5",,
獵人的箭筒,追加裝備,3,,stats,short_range_damage,-3,,
,,,,,long_range_damage,1,,
,,,,obtain,type,mobs,,
,,,,,name,魯提歐,,
,,,,,map,奧拉達古塔,,
嘴刁冰棒,追加裝備,1,,stats,critical_rate,5,,
,,,,,fire_resistance,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,98,,
,,,,,potential,?,,
,,,,,materials,"盛夏貝殼#10,藍色果凍#10,木材#10",,
篝火角,追加裝備,43,,stats,stability,5,,
,,,,,stronger_against_earth,5,,
,,,,,fire_resistance,12,,
,,,,,water_resistance,-6,,
,,,,obtain,type,mobs,,
,,,,,name,小沙羅曼達,,
,,,,,map,灼燒地溝．地面,,
,,,,obtain,type,mobs,,
,,,,,name,小沙羅曼達,,
,,,,,map,灼燒地溝．上層,,
,,,,obtain,type,mobs,,
,,,,,name,小沙羅曼達,,
,,,,,map,灼燒地溝．下層,,
篝火角,追加裝備,43,,stats,stability,4,,
,,,,,stronger_against_earth,6,,
,,,,,fire_resistance,18,,
,,,,,water_resistance,-8,,
,,,,obtain,type,mini_boss,,
,,,,,name,沙羅曼達,,
,,,,,map,灼燒地溝．上層,,
暗騎披風,追加裝備,28,,stats,atk,2%,,
,,,,,critical_damage,2%,,
,,,,,short_range_damage,2,,
,,,,obtain,type,boss,,
,,,,,name,英薩聶奧 (聖誕節活動 2016),,
,,,,,map,索費尼山岳要塞．屋頂,,
暗騎頭盔,追加裝備,41,,stats,max_hp,500,,
,,,,,max_mp,300,,
,,,,,reflect,3,,
,,,,obtain,type,boss,,
,,,,,name,英薩聶奧 (聖誕節活動 2016),,
,,,,,map,索費尼山岳要塞．屋頂,,
,,,,obtain,type,boss,,
,,,,,name,英薩聶奧,,
,,,,,map,索費尼山岳要塞．屋頂,,
暗騎鎧甲,追加裝備,20,,stats,max_hp,800,,
,,,,,guard_rate,3,,
,,,,,aggro,10,,
,,,,obtain,type,boss,,
,,,,,name,英薩聶奧 (聖誕節活動 2016),,
,,,,,map,索費尼山岳要塞．屋頂,,
鐵頭盔,追加裝備,10,,stats,max_hp,5%,,
,,,,,aggro,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,125,,
,,,,,potential,?,,
,,,,,materials,"裂開的頭盔#4,赤鐵礦#6,木材#65",,
鐵面,追加裝備,30,,stats,max_hp,-6%,,
,,,,,magic_resistance,-12,,
,,,,,critical_damage,2%,,
,,,,,short_range_damage,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,350,,
,,,,,potential,?,,
,,,,,materials,"橙色果凍#20,堅硬的鐵板#35,金屬#125,獸品#50",,
珠光王冠,追加裝備,30,,stats,str,5,,
,,,,,max_hp,900,,
,,,,,physical_resistance,15,,
,,,,,aggro,21,,
珠光冠飾,追加裝備,30,,stats,int,5,,
,,,,,max_mp,450,,
,,,,,magic_resistance,15,,
,,,,,aggro,-21,,
殭屍帽,追加裝備,42,,stats,max_mp,300,,
,,,,,physical_resistance,12,,
,,,,,magic_resistance,12,,
,,,,,long_range_damage,-24,,
,,,,obtain,type,mobs,,
,,,,,name,泥淖地精,,
,,,,,map,西姆科拉卡遺跡,,
殭屍帽,追加裝備,42,,stats,max_mp,300,,
,,,,,physical_resistance,15,,
,,,,,magic_resistance,15,,
,,,,,long_range_damage,-30,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,475,,
,,,,,potential,?,,
,,,,,materials,"永暗碎片#10,鬥士的怨嘆#10,碎裂的骷髏#10,獸品#240",,
棒棒糖髮釵,追加裝備,10,,stats,natural_mp_regen,12%,,
,,,,,cspd,300,,
,,,,,dark_resistance,3,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,10,,
,,,,,potential,?,,
,,,,,materials,南瓜靈魂#5,,
貓咪禮帽,追加裝備,35,,stats,max_hp,15%,,
,,,,,aliment_resistance,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,250,,
,,,,,potential,?,,
,,,,,materials,傑克寶珠#10,,
貓咪口罩,追加裝備,20,,stats,atk,-25%,,
,,,,,matk,-25%,,
,,,,,aggro,-75,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,傑克寶珠#5,,
後背包,追加裝備,23,,stats,vit,5%,,
,,,,,natural_hp_regen,5%,,
,,,,,max_hp,5%,,
,,,,,stability,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,325,,
,,,,,potential,?,,
,,,,,materials,"厚重皮草#20,山羊毛#30,布料#130,金屬#30",,
後背包,追加裝備,23,,stats,vit,5%,,
,,,,,natural_hp_regen,4%,,
,,,,,max_hp,4%,,
,,,,,stability,4,,
,,,,obtain,type,mobs,,
,,,,,name,巨角山羊（紅角）,,
,,,,,map,鄧肯峽谷,,
佩刀腰帶,追加裝備,1,,stats,stability,5,,
,,,,,dodge,-10%,,
,,,,,evasion_rate,10,,
,,,,,weapon_atk,15,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,400,,
,,,,,potential,?,,
,,,,,materials,"蝙蝠的翼膜#25,斷裂鐮刀#35,金屬#130,布料#70",,
騎士披風,追加裝備,15,,stats,max_hp,5%,,
,,,,,atk,1%,,
,,,,,aggro,10,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,275,,
,,,,,potential,?,,
,,,,,materials,"聚酯材質布#20,貓頭鷹羽毛#5,布料#100,金屬#35",,
騎士插羽頭盔,追加裝備,20,,stats,max_hp,200,,
,,,,,max_mp,150,,
,,,,,dark_resistance,5,,
,,,,obtain,type,mobs,,
,,,,,name,獠牙精,,
,,,,,map,艾特修砦,,
騎士頭盔,追加裝備,30,,stats,max_hp,300,,
,,,,,def,10%,,
,,,,,physical_resistance,4,,
,,,,obtain,type,mobs,,
,,,,,name,機骨龍,,
,,,,,map,上古女帝陵墓．第1區,,
,,,,obtain,type,mobs,,
,,,,,name,機骨龍,,
,,,,,map,上古女帝陵墓．第2區,,
,,,,obtain,type,mobs,,
,,,,,name,機骨龍,,
,,,,,map,上古女帝陵墓．第3區,,
針織圍巾,追加裝備,16,,stats,stability,5,,
,,,,,critical_rate,5,,
,,,,,water_resistance,5,,
,,,,obtain,type,smith,,
,,,,recipe,item_level,?,,
,,,,,item_difficulty,0,,
,,,,,cost,100,,
,,,,,potential,?,,
,,,,,materials,雪雕人偶#5,,
大蝴蝶結,追加裝備,3,,stats,attack_mp_recovery,1,,
,,,,obtain,type,mobs,,
,,,,,name,羅甲,,
,,,,,map,維堤卡燎原,,
月桂冠,追加裝備,50,,stats,dark_resistance,12,,
,,,,,aliment_resistance,12,,
,,,,,aggro,-30,,
,,,,obtain,type,mobs,,
,,,,,name,疫病菇,,
,,,,,map,怪物之森．迷霧小徑,,
,,,,obtain,type,mobs,,
,,,,,name,疫病菇,,
